SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500790,NESTLE (I)  ,A ,Q,21800,22015,21757.25,21780.1,21789.55,21800.1,875,21951,478258514,
500800,TATACONSUM  ,A ,Q,780,791.4,780,786.75,786.75,788.7,1358,27471,21641322,
500820,ASIAN PAINTS,A ,Q,3120.05,3167.6,3120.05,3131.5,3131.5,3131.3,8694,64717,203890274,
500825,BRITANIA IND,A ,Q,4631,4678,4627.4,4628.95,4629.7,4617.65,2757,9908,46039647,
500830,COLGATE PALM,A ,Q,1600.1,1713,1600.1,1674.35,1674.35,1626.3,3960,40337,67809430,
500840,EIH LTD.    ,A ,Q,186,192.8,186,191.95,191.35,189.25,455,21974,4193148,
500850,INDIAN HOTEL,A ,Q,359,359,350.45,353.2,353.2,357.65,4445,169000,59899079,
500870,CASTROL     ,A ,Q,115,115.05,113.55,114.3,114.3,115,1327,60300,6889759,
500875,ITC LTD.    ,A ,Q,420,428.55,419.25,427.9,427.9,420.45,13104,487380,206950739,
500877,APOLLO TYRES,A ,Q,368.7,369.15,360.6,362.75,362.75,368.05,4090,132066,47937614,
500878,CEAT LIMITED,A ,Q,1846.15,1852.15,1765.65,1775.55,1776.95,1865.55,2348,17333,31178092,
500940,FINOLEX IND.,A ,Q,181.7,184.5,179.45,181.3,181.3,181.1,1548,32733,5948829,
501148,DALAL ST INV,XT,Q,240,240,240,240,240,240,2,11,2640,
501150,CENTRUM CAP ,B ,Q,18.92,19.25,18.9,19.14,19.14,19.12,172,24884,475419,
501151,KARTIK INV  ,XT,Q,540,540,537,537,537,565.25,6,25,13443,
501295,INDUS.INV.TR,B ,Q,94.29,95.02,91.4,92.32,92.32,94.74,163,12699,1186737,
501298,INDUS.&PRUD.,X ,Q,2000,2061,2000,2060,2060,2000,11,77,158498,
501301,TATA INVEST.,A ,Q,2119.95,2175.95,2119.95,2154.3,2150.55,2162.45,451,2529,5459485,
501311,JAYBH.CREDIT,X ,Q,5.13,5.13,5.13,5.13,5.13,4.89,1,9,46,
501314,PRISMX      ,XT,Q,2.08,2.18,2.03,2.13,2.08,2.08,359,311790,649039,
501343,MOTOR&GEN.FI,T ,Q,29.3,29.64,29.3,29.37,29.64,29.3,7,1400,41088,
501370,WALCHAND PF ,X ,Q,116.1,123.3,113.1,116,116.95,117.55,32,1000,117204,
501391,W.H.BRADY   ,X ,Q,241.1,253.9,241.1,250,250,253,8,112,27606,
501421,TECHNVISN   ,XT,Q,180,180,180,180,180,180,2,150,27000,
501423,SHA ENG PLA ,B ,Q,1232.35,1246,1162.4,1198.65,1201.9,1157.95,104,442,532504,
501425,BOM.BURMAH  ,A ,Q,954.2,969,948.9,956.1,952.4,958.45,366,3259,3125280,
501430,BOM.CYCLE   ,X ,Q,743.9,743.9,711.05,726.75,730,715,72,653,476429,
501455,GREAVES COTT,A ,Q,152.8,158.15,152.4,155.55,155.55,152.65,2268,126220,19625897,
501477,MULLER & PHI,XT,Q,117.45,117.45,117.45,117.45,117.45,123.55,1,1,117,
501622,AMALGAMATED ,XT,Q,33.13,33.13,33.13,33.13,33.13,31.56,9,803,26603,
501700,INDIA NIVEH ,XT,Q,57.25,60.1,55.96,60.1,60.1,58.83,21,890,51074,
501831,COAST CORP  ,B ,Q,201.2,203.45,198,198.05,198.5,202.4,34,338,67391,
501833,CHOWGULE ST ,XT,Q,15.5,16,15.01,15.82,15.85,15.42,31,6982,109134,
501848,GLOBAL OFFS ,XT,Q,38.69,38.98,37.65,38.98,38.98,37.13,78,20396,793272,
501945,DHENUBUILD  ,XT,Q,1.94,1.97,1.94,1.97,1.97,1.94,9,1326,2611,
502015,ASIIL       ,X ,Q,12.4,12.54,11.75,12.24,12.27,12.32,55,106196,1296460,
502090,SAGAR CEM.  ,B ,Q,205.9,214,203.75,208.85,208.65,205.8,968,23696,4926507,
502133,HEMADRI CEM ,XT,Q,18.31,18.31,18.31,18.31,18.31,17.44,1,1,18,
502137,DECAN CEMENT,B ,Q,460.75,466.35,454.3,458.95,458.95,464.75,123,655,301711,
502157,MANGALAM CEM,B ,Q,289.4,293.35,286.7,287.55,288.5,288.75,85,572,165559,
502168,N C L IND.  ,B ,Q,188.6,188.6,185.05,186.7,186.7,187.35,132,1904,354755,
502175,SAURAS.CEM. ,X ,Q,59.65,60.58,59.5,60.51,60.51,59.65,97,11998,721719,
502180,SRI DIGV CEM,B ,Q,74.71,76.7,74.71,75.19,75.24,76.08,721,34604,2623006,
502219,BORORENEW   ,A ,Q,503,506.4,491.15,493.95,493.95,504.8,2591,40359,20070549,
502271,RAASI REFRAC,XT,Q,7.15,7.15,7.15,7.15,7.15,7.52,8,185,1322,
502281,TRIVENI GLAS,XT,Q,19.8,19.83,18.68,19.17,19.4,19.66,114,21778,414662,
502294,NILACHAL REF,X ,Q,34.4,34.5,32.05,32.94,33,32.61,36,958,32643,
502330,ANDPAPER    ,B ,Q,461.25,468,455.05,465.15,465.4,464.15,1385,25220,11686324,
502355,BALKRISH IND,A ,Q,2176.2,2225.05,2176.2,2205.15,2200.25,2191.85,967,5544,12262134,
502420,ORIENT PAPER,B ,Q,44.65,46.44,44.65,45.98,45.98,45.16,1091,331571,15221019,
502445,CITADEL     ,X ,Q,19.89,19.89,18.5,18.98,18.98,19.39,20,2303,42867,
502448,ROLLATAINER ,B ,Q,1.06,1.06,1.04,1.05,1.05,1.05,67,296576,311501,
502450,SESHA.PAPER ,B ,Q,289.95,289.95,284,285.35,284.6,285.8,223,2920,835476,
502563,SH.BHAWANI  ,Z ,Q,1.91,1.91,1.91,1.91,1.91,1.9,1,42,80,
502587,NATHIND     ,X ,Q,56.51,59.95,56.51,58.25,59.5,58.66,45,1607,94622,
502589,VAPI PAPER  ,XT,Q,78.9,81.8,78.9,81.8,81.8,78.9,5,506,41167,
502820,DCM LTD.    ,B ,Q,63.45,64.2,63.45,64.2,64.2,63.43,9,149,9492,
502865,FORBES & CO ,X ,Q,599,599.9,591,595.95,595,595.45,85,1019,605922,
502873,H.P.COTTON  ,X ,Q,96.05,99.99,96.03,96.09,96.08,96.05,37,228,22290,
502901,JAMSHRI     ,X ,Q,4110,4110,4110,4110,4110,4110,2,3,12330,
502933,KATARE SPG. ,X ,Q,243.75,259,235,258,258,250,18,170,41219,
502937,KESORAM IND ,B ,Q,63.05,64.17,62,63.22,63.22,63.79,761,193086,12167807,
502958,LAKSHMI MILL,X ,Q,3601,3885,3456.35,3565.15,3585.95,3545,81,702,2479154,
502986,VARDH TEXT  ,A ,Q,324.05,324.7,319.1,320.8,323.5,324.15,552,6682,2142726,
503031,PENLAND LTD ,B ,Q,19.15,19.45,18.8,19.29,19.29,19.11,280,51237,980225,
503092,PASUPATI SPG,X ,Q,17.35,17.35,17.35,17.35,17.35,16.53,6,549,9525,
503100,PHOENIX MILL,A ,Q,1466.2,1512.7,1466.2,1480.05,1473.05,1463.3,757,3207,4785161,
503101,MARATHON NEX,B ,Q,296.25,301.45,291,296.4,296.25,292.25,502,5727,1697657,
503162,REL.CHEMOTX ,B ,Q,172.15,179,172.15,175.85,175.85,174.05,23,239,41997,
503169,RUBY MILLS  ,B ,Q,182.4,184.2,179.65,180.9,180.9,182.4,157,1891,343275,
503229,SIMPLEX REAL,X ,Q,80.95,80.95,80.9,80.91,80.95,77.9,7,235,19019,
503310,SWAN ENG    ,A ,Q,232,236.8,232,233.75,233.7,235.4,236,6016,1412987,
503349,VICTORIA MIL,X ,Q,2289,2342,2289,2321.15,2302,2342,5,9,20899,
503624,SVARAJ TRAD ,X ,Q,6,6,5.65,5.8,5.8,6.25,23,7249,43000,
503641,ZODIAC VEN  ,X ,Q,23.34,23.34,21.32,22.73,22.73,22.25,18,1514,33634,
503657,VEER ENERGY ,X ,Q,10.95,10.95,10.29,10.42,10.42,10.6,116,27215,287122,
503663,TILAK       ,X ,Q,3.57,3.69,3.57,3.6,3.59,3.56,371,122988,444411,
503669,KKFIN       ,X ,Q,18.27,19.18,18.27,18.3,18.3,18.27,4,12,221,
503675,WAGEND      ,X ,Q,0.71,0.73,0.71,0.73,0.73,0.74,24,16658,11860,
503685,MEDIA ONE   ,X ,Q,43.92,43.92,41.73,41.73,41.73,43.92,43,7020,296898,
503722,BANSW.SYNTEX,B ,Q,164.2,169.2,160.65,162.4,162.4,161.25,717,16087,2646304,
503772,MODELLA WOOL,X ,Q,77,77,77,77,77,78.75,3,16,1232,
503776,MODIPON     ,X ,Q,35.6,37.89,35.52,36.4,36.4,36.99,15,1488,53938,
503804,SHRI DINESH ,X ,Q,495,516.55,495,502.85,507,518,18,199,99450,
503806,SRF LIMITED ,A ,Q,2548,2564.05,2516.95,2531.15,2529.7,2552.1,934,5156,13100982,
503811,SIYARAM SILK,A ,Q,511.25,528.65,511.25,513.9,515.2,521.3,431,6659,3465190,
503816,SWAD.POLYTEX,X ,Q,38.5,41,38.5,39.77,39.77,39,75,5150,205936,
503837,SHREE RAJSYN,XT,Q,3.72,3.72,3.4,3.4,3.4,3.55,4,800,2831,
503863,SHREE MFG CO,XT,Q,12.25,12.75,12,12,12,12.25,20,1819,22807,
503960,BHARAT BIJLE,B ,Q,2982.05,3026.65,2911.35,2930.65,2940.55,3037.15,656,2624,7747289,
504000,ELPRO INTER ,B ,Q,65,65,63.01,63.85,63.25,64.95,343,15143,972517,
504028,GEE LTD     ,X ,Q,75.4,75.4,71.25,72.69,72.5,73.9,144,21868,1611189,
504036,HIND.RECT   ,B ,Q,221.15,221.15,216.7,219.05,217.2,219.2,10,273,59788,
504058,NIPPOBATRY  ,B ,Q,351.4,364.75,344.6,346.3,346.4,352.2,203,1233,434088,
504067,ZENSAR TECH.,A ,Q,341.05,389.6,340.2,383.6,383.6,339.65,33184,1302123,480202286,
504076,JYOTI LTD.  ,X ,Q,16.49,17.79,15.9,17.64,17.78,16.16,230,62093,1052070,
504080,JSL LTD.    ,XT,Q,400.1,401.15,400,401.15,401.15,400,4,40,16003,
504084,KAYCEE IND  ,X ,Q,9625,9625,8800,9000,9000,8758.85,40,64,576663,
504092,INDOKEM LTD.,X ,Q,120.35,124,120.35,121,121,120.35,6,191,23425,
504093,PANA ENERG  ,X ,Q,232,232.5,225.6,229,228.4,230.7,62,1027,235657,
504112,NELCO LTD.  ,B ,Q,607.2,611.4,602.8,606.3,608.8,609.5,811,12411,7533691,
504132,PERM MAGNETS,X ,Q,1008.15,1120,1002,1101.65,1101.65,1028.15,876,17573,18912142,
504176,HIGH ENERGY ,X ,Q,388,394,385.2,388.9,389.5,387.5,363,10184,3961301,
504180,STD.BATTERY ,X ,Q,29.22,30.8,28.4,30.73,30.79,29.58,80,6956,212228,
504212,UNIV.CABLE  ,B ,Q,391.05,420.8,391.05,412.55,412.7,410.3,421,8659,3572166,
504220,W.S.INDUSTR.,T ,Q,71.99,75.69,68.66,75.69,75.69,72.09,92,15919,1158234,
504240,DELTON CABLE,X ,Q,71.99,71.99,69,69.84,69.2,69.92,32,1040,73295,
504258,LAKSHMI ELEC,X ,Q,1167.7,1198,1154.05,1177.15,1186.8,1152.85,320,7673,9057403,
504273,MODULEX     ,Z ,Q,9.35,10.27,9.34,9.88,9.88,9.83,35,36083,339419,
504286,DELTAMAGNT  ,B ,Q,71.6,76.4,71.6,73.15,73.15,73.1,68,2184,161046,
504340,CONFINT     ,X ,Q,4.9,4.9,4.9,4.9,4.9,4.99,7,168,823,
504341,RELTD       ,X ,Q,44.9,44.99,42.66,44.13,43.99,44,51,3062,133626,
504351,EMPOWER     ,XT,Q,0.25,0.27,0.25,0.25,0.25,0.26,166,2198858,571767,
504356,MULTI-PURPOS,XT,Q,8.1,8.73,7.92,7.97,8,8.33,13,5913,50892,
504378,NYSSACORP   ,X ,Q,4.09,4.09,4,4.05,4.05,4.03,85,24167,97739,
504380,FLOMIC      ,X ,Q,100.25,103.7,99,99.9,99.5,102.3,190,10536,1069140,
504392,KRISHNA VEN ,X ,Q,115,115.9,115,115.9,115.9,110.4,40,4982,574368,
504605,UNI ABEX    ,X ,Q,1150,1151,1103.05,1128.25,1128.75,1111.65,61,960,1080011,
504614,SARDA ENMIN ,A ,Q,1124.95,1124.95,1090,1107,1103.2,1115.6,347,1117,1231304,
504646,BHAGWATI AUT,X ,Q,329,329,305.05,306.95,312,320,34,1014,312133,
504648,BOM.WIRE ROP,X ,Q,26.3,26.9,24.49,24.52,26.25,25.77,69,5004,123362,
504697,GALADA TELE.,Z ,Q,2,2,1.98,1.98,1.98,1.98,5,2695,5384,
504731,I BRIGHT ST ,XT,Q,24.05,24.72,24.05,24.72,24.72,23.55,7,329,8132,
504741,IND.HUME PIP,B ,Q,143.5,146,141.55,142.7,143.4,142.85,470,14060,2015528,
504786,INVEST &PREC,X ,Q,400,405,389.55,400.35,405,403.65,98,4973,1982074,
504810,INFORMEDTEC ,XT,Q,47,47,46.85,46.85,46.85,45.89,3,76,3562,
504840,KAIRA CAN CO,X ,Q,2650,2650,2550,2584,2581,2589.5,16,37,96289,
504879,ORIENT ABRAS,B ,Q,25.58,25.8,25.27,25.79,25.6,25.27,44,5700,146272,
504882,NATIONAL STD,A ,Q,4808.6,4950,4756,4918.9,4930,4857.65,34,58,281056,
504908,DUNCANENG   ,X ,Q,498.95,517,480,513.15,513.15,482.35,130,3351,1693205,
504918,SANDUMA     ,A ,Q,1184.7,1273,1180,1260.55,1260.55,1184.7,2098,33892,41438612,
504959,STOVAC IND. ,X ,Q,2021,2100,2021,2076.15,2076.15,2076.05,61,498,1028010,
504961,TATA YODOGAW,XT,Q,73.8,73.8,70,70.25,70,70.83,155,6261,450674,
504966,TINPLATE    ,A ,Q,322.05,322.65,316.55,322,321.5,319.1,183,2232,716038,
504973,CHOLAHLDNG  ,A ,Q,775.05,809.4,775.05,801.2,791.7,776.9,2008,20629,16443788,
504988,WELCAST     ,X ,Q,755,755,700,703.4,749.95,727.5,15,66,46781,
505010,AUTO AXLES  ,B ,Q,2609,2690,2580.05,2604.1,2600,2603.6,1232,5517,14549886,
505036,AUTO COR.GOA,X ,Q,812,828,812,820.55,820,811.85,43,719,592480,
505075,SETCO AUTO  ,T ,Q,7.03,7.03,6.88,6.91,6.91,6.99,37,15949,110930,
505141,SCOOTERS IND,T ,Q,30,30.83,29.55,29.99,30.83,30.32,37,1148,34277,
505160,TALBROS AUTO,B ,Q,499,513.9,497,505.25,505.25,493.55,397,6256,3165396,
505163,ZF STEERING ,X ,Q,648,648.35,616,620.5,620.5,641.4,163,3299,2094170,
505192,SMLISUZU    ,B ,Q,940,948.7,931.1,936.15,935.6,937.45,207,985,923563,
505196,TIL LTD.    ,Z ,Q,124.2,128,123.2,127.6,128,122.6,5,101,12687,
505200,EICHER MOTOR,A ,Q,3630.6,3704.95,3630.6,3658.35,3651.5,3630.6,7174,47337,174178359,
505212,JAINEX      ,XT,Q,126.05,128,120,122.2,123,123.55,47,1277,157038,
505216,ALFRED HERB ,X ,Q,710,710,710,710,710,706.15,1,1,710,
505232,VELJAN      ,X ,Q,1256.35,1329,1256.3,1306.2,1306.2,1299.65,48,381,494095,
505242,DYNAMAT.TECH,B ,Q,3289,3480.05,3235.25,3350.25,3348.4,3289.1,1327,5062,16986151,
505250,G.G.DANDEKAR,X ,Q,56.1,56.5,53.56,53.56,53.56,55,6,77,4251,
505255,GMM PFAUDLER,A ,Q,1443.4,1445.5,1432,1439.3,1441.8,1443.4,1161,5588,8036738,
505283,KIRLOSAR PN ,A ,Q,572,588.95,572,583.05,583.05,589.7,1028,7832,4556249,
505299,KPT         ,X ,Q,390.95,398.95,384,388.95,388.95,385.15,144,3954,1550412,
505302,LAXMI AUTOLM,X ,Q,780,810,775,775,775,790.85,7,24,19081,
505324,MANUGRAPH IN,B ,Q,17.89,17.89,17.22,17.3,17.3,17.37,60,2556,44425,
505343,MONOTYPE IND,Z ,Q,0.32,0.32,0.31,0.31,0.31,0.32,7,2560,797,
505355,NESCO LTD   ,A ,Q,581,594.6,581,583.55,582.4,592.25,304,2737,1603835,
505358,INTEGRA ENG ,X ,Q,160.6,165,155.1,157.95,157.95,157,573,35928,5774421,
505368,REVATHI EQU.,B ,Q,1350.8,1401,1350.8,1384,1380,1357.8,37,163,224560,
505400,TEXINFRA    ,B ,Q,56.87,57.3,55.75,56.16,56.45,56.87,76,2039,115141,
505412,WENDT(INDIA),B ,Q,9146.7,9252.05,9007.75,9065.8,9045,9178.35,54,58,530756,
505509,RESPON IND  ,B ,Q,160.8,162.9,156.7,157.25,156.7,162.65,251,13851,2222081,
505515,SHYAMKAM INV,X ,Q,3.72,3.72,3.7,3.7,3.7,3.74,15,2646,9832,
505523,MAHA CORP   ,X ,Q,1.29,1.29,1.24,1.25,1.26,1.28,360,320185,402987,
505526,DOLATALGO   ,B ,Q,48.69,49.15,48,48.75,48.94,48.69,170,9438,459043,
505533,WESTLIFE    ,A ,Q,759,763.95,747.05,756.1,756.1,764.45,2123,12083,9119736,
505537,ZEE ENTER   ,A ,Q,187.15,191.2,185.3,190.15,190.15,185.95,3945,532804,100278668,
505590,SVPGLOB     ,T ,Q,15,15.1,14.23,14.6,14.69,14.97,104,35778,528133,
505650,SKYL MILLAR ,X ,Q,11.65,11.7,11.01,11.31,11.05,11.64,27,2622,29788,
505681,BIMETAL BEAR,X ,Q,459.95,459.95,433,441.05,440.05,441.95,33,354,156246,
505688,BHARAT GEARS,B ,Q,118.2,127.5,118.2,122.95,122.95,122.2,515,21467,2669338,
505690,BRADY MORRIS,X ,Q,253,265.5,242,246.6,246.6,253,19,226,56302,
505693,LATIMMETAL  ,XT,Q,10,10.29,10,10.1,10.1,10.06,113,65398,662400,
505700,ELECON ENG  ,A ,Q,516,525.2,509.4,518.35,518.35,505.85,6299,156096,81046173,
505703,DECCAN BEAR.,XT,Q,48,48,48,48,48,48,2,2,96,
505710,GRAUER& WEIL,B ,Q,118.6,118.6,114.9,115.35,115.95,116.25,397,23737,2751787,
505712,HIMTEK      ,X ,Q,85.35,85.35,82.01,83.01,83.9,81.78,35,6135,509191,
505714,GABRIEL(I)  ,B ,Q,172.4,177.2,171.75,172.65,172.65,172.35,1444,58836,10252470,
505720,HERC.HOISTS ,B ,Q,243.9,247.25,236.2,241.35,240,239.75,1610,38797,9383759,
505725,AQFINTECH   ,X ,Q,614,614,606.55,611.05,611,607.9,64,7817,4778414,
505726,IFB IND.LTD.,A ,Q,815.8,823.75,811,813.7,817,819.35,236,1938,1582456,
505729,SINGER INDIA,X ,Q,80.98,81.29,78.54,79.86,79.6,80.68,486,87012,6937700,
505737,INTER.COMBUS,X ,Q,531.95,531.95,522.05,523,523,527.9,20,736,387978,
505744,FED MOG GOE ,B ,Q,324.3,330.75,320.5,323.85,324.15,320.95,199,3898,1270848,
505750,JOSTS ENG.  ,X ,Q,284.85,284.85,262,269.75,265.65,280.95,139,2104,584001,
505790,SCHAEFFLER  ,A ,Q,2813.05,2833.55,2786,2795.05,2797.5,2840.4,902,3940,11053871,
505797,MIPCO SEAM. ,XT,Q,6.2,6.2,6.2,6.2,6.2,6.52,1,20,124,
505800,RANE HOLDIN ,B ,Q,903.9,909.9,882.85,896.9,900.65,898.4,99,479,430685,
505827,SNL BEARINGS,X ,Q,281,284.95,274.05,276.45,276.45,281.35,45,814,224999,
505840,JAIPAN INDUS,X ,Q,31.5,32.5,29.5,31,31,28.9,33,2864,91597,
505850,MANCREDIT   ,X ,Q,114,115.95,113,113.75,115,113.45,54,12667,1448546,
505854,TRF LTD.    ,B ,Q,163,166.15,161.8,165.35,165.05,163.15,32,392,64318,
505872,WPIL LTD.   ,B ,Q,2950,3000,2940,2951.75,2951.75,2935.4,834,7812,23199885,
505890,KENNAMETAL  ,A ,Q,2349.95,2412.55,2270.9,2404.2,2404.2,2478.9,560,2105,4961877,
505893,HINDHARD    ,X ,Q,268.1,285,268.1,281.6,281.6,282.95,22,1262,354502,
505978,TRITON VALVE,X ,Q,1481.2,1499,1478.75,1481.9,1489,1490.25,60,551,818000,
506003,SUDAL INDUS ,XT,Q,5.99,5.99,5.7,5.7,5.7,5.99,4,1080,6171,
506022,PRAKASH IND.,B ,Q,56.65,57.46,56.15,56.97,57.37,56.52,454,36697,2092896,
506074,ARSHIYA     ,B ,Q,5.85,6.07,5.85,5.92,5.97,6,110,63051,374973,
506076,GRIND NORTON,A ,Q,1999,2008,1963.9,1976.75,1976.75,1989.85,562,2024,4028947,
506105,STANROSE MAF,X ,Q,81.5,81.98,77,78.72,81.98,81.5,25,1755,139334,
506109,GENESYS INT.,B ,Q,320,322.95,314,316,316,320.3,79,1623,515858,
506122,PANKAJPIYUS ,XT,Q,74.97,74.97,74.97,74.97,74.97,71.4,1,30,2249,
506128,PARNAXLAB   ,X ,Q,71,73.49,70.1,70.56,71.9,71.74,23,2023,144266,
506134,INTELL CAP  ,XT,Q,14.13,14.13,14.13,14.13,14.13,14.13,1,100,1413,
506146,VISAGAR POL ,T ,Q,0.93,0.93,0.88,0.89,0.89,0.9,77,139398,125025,
506166,APIS        ,XT,Q,67.59,67.59,67.59,67.59,67.59,64.38,2,12690,857717,
506184,KANANI IND  ,B ,Q,7.4,8.14,7.4,8.14,8.14,7.4,99,84749,682118,
506186,GCKL        ,XT,Q,13.2,13.86,13.2,13.23,13.86,13.2,10,921,12163,
506194,ARIH SUPER  ,B ,Q,202.4,216.65,202.4,214.05,210.65,206.3,820,73994,15795282,
506197,BLISSGVS PH ,B ,Q,75.26,76.77,74.5,74.72,74.5,75.9,238,12804,965296,
506222,STYRENIX    ,B ,Q,793.05,810,793.05,804.65,802,809.3,388,3243,2615132,
506235,ALEMBIC LTD.,B ,Q,66.6,71.6,66,69.22,69.22,64.63,3624,374212,25992385,
506248,AMINES&PLAST,X ,Q,83,84.8,80.15,81.07,81.07,81.59,123,7875,642485,
506260,ANUH PHARMA ,X ,Q,88.48,92,87.59,91.09,91.09,87.59,364,31976,2902201,
506261,MODISONLTD  ,B ,Q,70,75.3,69.25,72.85,72.51,70.21,243,8569,623732,
506285,BAYER CROP  ,A ,Q,4135.15,4181.95,4102.1,4115.35,4111,4134.7,162,445,1846779,
506365,CHEMO PHARMA,XT,Q,35.8,38.32,35.7,38.32,38.32,36.5,16,909,32602,
506390,HEUBACHIND  ,B ,Q,315,330.55,314.95,328.45,328.45,321.05,131,1346,439197,
506395,COROM INTER ,A ,Q,965.15,977.15,955.65,960.75,957.05,970.65,865,9069,8747918,
506401,DEEPAK NITR.,A ,Q,1934,1941.25,1909,1930.25,1931,1933.55,3798,32657,62827658,
506405,DMCC        ,B ,Q,279.6,283,275.05,281.55,279.1,278.75,86,1124,315714,
506414,FERMENTA    ,XT,Q,150.75,154,149,153,153,152.45,67,3429,522476,
506480,GOCLCORP    ,B ,Q,317.5,318.8,315.2,317.4,317.4,315.2,40,447,141444,
506520,JAYSHRI CHEM,X ,Q,6.9,7.2,6.8,6.87,6.95,6.9,73,13820,96381,
506522,JL MORISON  ,X ,Q,1978,2038,1978,1994.6,2020,1955.95,45,448,896998,
506525,KANORIA CHEM,B ,Q,117.9,118.4,116.85,117,116.85,117,16,40,4695,
506528,KELTECH EN. ,X ,Q,1355.6,1355.6,1355.6,1355.6,1355.6,1291.05,48,505,684578,
506532,NITTA GELA  ,X ,Q,813,836.95,793.9,808.8,810,829.75,513,9662,7806669,
506543,M.P.AGRO IND,X ,Q,7.1,7.1,7.05,7.05,7.05,7.1,5,60,425,
506579,ORIENT.CARB.,B ,Q,778,778,747.35,754.85,755,765.45,84,416,316486,
506590,PCBL        ,A ,Q,128,131.15,128,130.55,130.55,127.35,1675,118335,15369672,
506597,AMAL PRODUCT,XT,Q,249.9,252.9,245.15,249.9,251,248.8,52,1309,324896,
506605,POLYCHEM    ,X ,Q,1258,1258,1145,1232.95,1245,1143.65,75,549,669169,
506618,PUN.CHEM    ,B ,Q,784.7,798.2,780.7,794,792.7,782.8,171,913,719612,
506640,GUJCHEM DIST,XT,Q,64.65,71,64.65,65.06,65,68,19,521,35754,
506642,SADHANA NITR,B ,Q,129.7,132.5,127,128.9,128.5,127.15,383,14273,1853855,
506655,SUDARSH.CHEM,A ,Q,403.05,411.15,389,391.6,390.95,405.55,852,11905,4720025,
506680,TECIL CHEM. ,T ,Q,31.1,31.1,29.55,29.55,29.55,31.1,6,1161,35856,
506685,ULTRAMARINE ,B ,Q,342.05,352.75,342.05,345.1,344.55,344.45,525,19459,6733778,
506687,TRANSPEK    ,X ,Q,1830,1877,1810,1844.1,1863,1838.05,97,1564,2858392,
506690,UNICHEM LAB ,B ,Q,373.8,377.95,373.6,376.65,377.2,376.45,169,2858,1075018,
506734,MYS PETRO   ,X ,Q,112.7,116.6,112.7,114.8,114.8,112.2,8,340,38745,
506767,ALKYL AMINES,A ,Q,2521.05,2534.65,2504,2515.25,2513.35,2538.55,476,2203,5542140,
506808,TUTIALKA    ,X ,Q,52.15,54.3,50,51.95,52.5,53.9,213,29141,1520620,
506820,ASTRAZEN.PH.,A ,Q,3290.3,3383.05,3290.3,3332.8,3342.3,3300.3,136,373,1248046,
506852,PRIMO       ,A ,Q,72,73.5,69.5,70.58,70.58,72.12,873,627578,45212681,
506854,TANFAC IND. ,X ,Q,1774.65,1774.65,1774.65,1774.65,1774.65,1690.15,203,4439,7877671,
506858,GUJ.PETRO   ,XT,Q,35.99,35.99,33.56,35.89,35.89,35.32,7,303,10218,
506863,SWADESHI IND,XT,Q,1.3,1.36,1.3,1.36,1.36,1.3,2,1002,1302,
506879,GUJ.THEMIS. ,X ,Q,792,795,750,784.25,785,792.85,826,26590,20554832,
506906,SCBL        ,XT,Q,2.8,2.8,2.67,2.69,2.69,2.81,40,10624,28457,
506910,JAYSN DYEST ,X ,Q,63.1,65.77,61.8,62.32,62.32,62.82,43,5413,345675,
506919,MAKERS LAB. ,X ,Q,109.8,111.4,108.15,110.7,110.7,107.45,46,4558,499000,
506935,CONT.CHEM   ,XT,Q,74.2,77.84,70.49,77.84,77.84,74.2,5,39,2826,
506943,J.B.CHEMICAL,A ,Q,2020.05,2059,2020.05,2046,2054,2044,393,1744,3553248,
506979,APT PACK    ,XT,Q,33.3,33.3,31.65,31.65,31.65,33.3,2,11,349,
506981,BL.CHIP TEX ,X ,Q,136.3,141.8,136.3,141.7,141.7,139.8,23,201,28112,
507155,JAGATJIT IND,XT,Q,99.99,99.99,95.12,97,96.95,99.99,40,3639,354489,
507180,KESAR ENT.  ,X ,Q,75,80,75,76.77,77.5,77,20,927,72408,
507205,TILAKNAG IND,B ,Q,128.55,138.8,128.55,134.7,135,131.45,1778,80741,10950955,
507300,RAVALGAON   ,X ,Q,3700,3700,3700,3700,3700,3799,2,4,14800,
507315,SAKTHI SUGAR,B ,Q,22.16,22.38,21,21.67,21.67,22.3,307,58530,1269076,
507410,WALCHANDNGR ,B ,Q,65.41,70.45,65,67.36,67.36,64.76,673,36774,2497192,
507435,KHOD.INDIA  ,Z ,Q,85.05,91,84.25,89.68,87,86.79,22,992,88340,
507438,IFB AGRO    ,B ,Q,477.9,482.15,474,476.1,476.1,481.15,35,442,210477,
507442,DHARANI SUG ,Z ,Q,8.6,8.94,8.55,8.85,8.85,8.95,17,3150,27184,
507474,KOTHARI FERM,X ,Q,48.99,48.99,46,48.35,48.45,47.53,37,2499,119912,
507486,CAPROLA.CHEM,XT,Q,65.5,65.5,65.5,65.5,65.5,65.5,3,7,458,
507488,G.M.BREWERI ,B ,Q,564.05,576.35,564.05,569.3,568.65,570.85,76,1333,761824,
507490,RANA SUGARS ,B ,Q,22.4,22.97,22.4,22.76,22.76,22.75,476,76436,1736051,
507498,PICCADILY SU,X ,Q,16.65,17.45,16.65,16.83,16.98,16.9,40,3443,57628,
